product_name,product_brand,product_model,chipset,ram,graphics,webcams,connectivities,batteries,adapters,operating_system,dimentions,weight,product_price
HP 15S-fq5786TU 15.6 INCH FULL HD DISPLAY INTEL CORE I3 12TH GEN 8 GB RAM 512GB LAPTOP,HP,15S-fq5786TU,"Intel Core i3-1215U Processor (10M Cache, 3.30 GHz, up to 4.40 GHz)
",8 GB DDR4-3200 SDRAM ,"Intel UHD Graphics
",HP True Vision 720p HD camera with integrated dual array digital microphones,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1) Wi-Fi,"3-cell, 41 Wh Li-ion",45 W Smart AC power adapter,Windows 11 64bit,"32.4 x 22.5 x 1.79 cm
","Starting at 1.47 kg
","64,700৳"
ASUS VivoBook 15 X1502ZA Intel Core i5 1235U 12th Gen 8GB RAM 512GB SSD 15.6-Inch FHD Display Quiet Blue Laptop (X1502ZA-BQ014W),Asus,VivoBook 15 X1502ZA,not found,not found,not found,720p HD camera,not found,not found,65W AC Adapter,Windows 11 Home,35.97 x 23.25 x 1.99 ~ 1.99 cm,1.70 kg,"79,500৳"
HP PROBOOK 440 G9 CORE I5 12TH GEN 8GB RAM 512GB SSD 14 INCH FHD DISPLAY SILVER LAPTOP (6K538PA),HP,ProBook 440 G9,"Processor Brand- Intel
Processor Model- Core i5-1235U
Generation- 12th Gen
Processor Frequency- 2.40 GHz up to 4.20 GHz
Processor Core- 10 (Performance-cores- 2 Efficient-cores- 8)
Processor Thread- 12
CPU Cache- 12MB","RAM- 8GB
Installed RAM Details- 1 x 8GB Removable
RAM Type- DDR4
RAM Bus (MHz)- 3200 MHz
Total RAM Slot- 2
Empty/Expansion RAM Slot- 1
Max. RAM Support- 32GB","Graphics Chipset- Intel Iris Xe Graphics
Graphics Memory Accessibility- Integrated
Graphics Memory- Shared",720p HD privacy camera,"LAN- Yes
WiFi- Yes
Bluetooth- Bluetooth 5.2","Battery- 3 Cell
Battery Capacity- 51Wh
Backup Time- Up to 2.5 Hrs.
Power Adapter- 45W
Adapter Type- AC Adapter",not found,Free Dos ,32.19 x 21.39 x 1.99 cm,1.38 kg,"89,000৳"
THUNDEROBOT ZERO 16 INCH 240HZ 2.5K DISPLAY CORE I9 13TH GEN 32GB RAM 1TB SSD GAMING LAPTOP WITH RTX 4070 8GB GRAPHICS,Thunderobot,ZERO,"Intel® Core® i9-13900HX, 24 cores (8P+16E), 32 threads.",32GB DDR5 4800MHz ,NVIDIA® GeForce RTX 4070 8GB GDDR6 140W.,1.0M HD VIDEO CAMERA,"WiFi 6.0, RJ-45 LAN port (10/100/1000 Mbps).",Li-Pol 63V*h,20V - 15A (DC).,Windows 11,360(W)×286(D)×27.3(H) mm,2.58kg,"300,000৳"
HP Victus 15-fa1251TX Core i7 13th Gen RTX 3050 Graphics FHD Gaming Laptop,HP,15-fa1251TX,not found,not found,not found,HP Wide Vision 720p HD camera,not found,not found,"200 W Smart AC power adapter
","Windows 11 Home
","35.79 x 25.5 x 2.35 cm
","2.29 kg
","150,000৳"
Acer Aspire 3 A315-24P-R77Z 15.6 inch Full HD Display Ryzen 5 7520U 8GB RAM 512GB SSD Laptop,Acer,Aspire 3 A315-24P,"AMD Ryzen 5 7520U (2.8 GHz up to 4.3 GHz) 4 Core. 8 thread
Default TDP 15W 
L1 Cache: 256KB,
L2 Cache: 2MB,
L3 Cache: 4MB",8GB 5500MHZ onboard DDR5,"AMD Radeon™ 610M, Graphics Frequency: 1900 MHz",HD Webcam,"IEEE 802.11a/b/g/n/ac
",3-cell 40 Wh Lithium Ion (Li-Ion),"3-pin 45 W AC adapter
","Windows 11 Home
","1.89 cm x 36.2 cm x 23.7 cm
",not found,"61,000৳"
LENOVO IDEAPAD SLIM 3I 15.6 INCH FHD 11TH GEN CORE I5 8GB RAM 512GB SSD LAPTOP WITH NVIDIA GEFORCE MX350 2GB GRAPHICS,Lenovo,IdeaPad Slim 3i,"Intel Core i5-1135G7 (4C / 8T, 2.4 / 4.2GHz, 8MB)
",8GB Soldered DDR4-3200,"NVIDIA GeForce MX350 2GB GDDR5
",HD 720p with Privacy Shutter,AC WiFi,"""Models with 45Wh battery: : 
MobileMark 2018: 7.5 hr 
Local video (1080p) playback@150nits: 12 hr""","65W Adapter
",Windows 11 Home,not found,Starting at 1.65 kg (3.63 lbs),"79,500৳"
THUNDEROBOT 911X 15.6 INCH 165HZ FHD DISPLAY CORE I5 13TH GEN 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX 4060 8GB GRAPHICS,Thunderobot,911X,"Intel® Core® i5-13500H 12 cores (4P+8E), 16 threads. Max Turbo Frequency: 4.70 GHz",16 GB DDR4 3200 MHz (dual channel).,NVIDIA® GeForce RTX 4060 8GB GDDR6 115W.,1.0MP,"WiFi 5, RJ-45 LAN port (10/100/1000 Mbps).",not found,not found,Windows 11.,"358.9 x 257.6 x 24.0
",3.5kg,"179,900৳"
Lenovo IdeaPad Gaming 3 15ARH7 AMD Ryzen 7 7735HS RTX 4050 6GB Graphics 16GB Ram 512GB SSD 15.6 Inch FHD IPS Display Onyx Grey Gaming Laptop (82SB00PKIN),Lenovo,IDEAPAD GAMING 3 15ARH7,"Manufacturer : AMD
variant : Ryzen 7 7735HS
Frequency : Up to 4.75GHz
CPU Core : 8
CPU Thread : 16
CPU Cache : 
L2 Cache: 4MB
L3 Cache: 16MB","Size : 16GB 
Type : DDR5
Bus Speed (MHz) : 4800MHz
Total Slot: 2 ","Model : NVIDIA GeForce RTX 4050
Memory : 6GB
Type : GDDR6 (Boost Clock 2370MHz, TGP 85W)",720p HD with PrivacyShutter,"LAN : 100/1000M (RJ-45)
Wi-Fi : Wi-Fi 6, 802.11ax 2x2 Wi-Fi
Bluetooth : Bluetooth 5.1","Size : 60 Whrs
Cell type : Integrated (Li-Ion)
Power Brick : 170W Slim Tip (3-pin)",not found,Windows 11 Home,"359.6 x 266.4 x 21.8 mm (14.16 x 10.49 x 0.86 inches)
","2.32 kg (5.1 lbs)
","151,000৳"
HP 15S-fq5487TU 15.6 INCH FULL HD DISPLAY INTEL CORE I3 12TH GEN 8GB RAM 256GB LAPTOP,HP,15S-fq5487TU,"Intel Core i3-1215U Processor (10M Cache, 3.30 GHz, up to 4.40 GHz)","8 GB DDR4-3200 SDRAM ( Extra Slot Available )
","Intel UHD Graphics
",HP True Vision 720p HD camera with integrated dual array digital microphones,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1) Wi-Fi,"3-cell, 41 Wh Li-ion",45 W Smart AC power adapter,Windows 10 64bit,"32.4 x 22.5 x 1.79 cm
","Starting at 1.47 kg
","64,800৳"
HP 15S-FQ5486TU 15.6 INCH FULL HD DISPLAY INTEL CORE I3 12TH GEN 4GB RAM 256GB LAPTOP,HP,15S-FQ5486TU,"Intel Core i3-1215U Processor (10M Cache, 3.30 GHz, up to 4.40 GHz)","4 GB DDR4-3200 SDRAM (1 x 4 GB) ( Extra Slot Available )
","Intel UHD Graphics
",HP True Vision 720p HD camera with integrated dual array digital microphones,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1) Wi-Fi,"3-cell, 41 Wh Li-ion",45 W Smart AC power adapter,Windows 10 64bit,"32.4 x 22.5 x 1.79 cm
","Starting at 1.47 kg
","63,000৳"
AVITA LIBER V14 14 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop (Golden Matt Black),AVITA,LIBER V14,"Intel®Core i5-1135G7 Processor
8M Cache, up to 4.20 GHz",8GB LPDDR4x 3733MHz,Intel Iris Xe Graphics,720p HD,IEEE 802.11 b/g/n/ac,"Battery 7.6V 4900mAh 
Battery Type Li-ion Battery, 37.24 Wh 
Battery Play Time Up to 10 hrs","AC Input Voltage AC100~240V 50/60Hz 
DC Input Voltage 19V 2.1A",Windows 11 Home,W315 X H218 X D 15.9 mm,Starting from 1.28kg,"72,000৳"
ASUS VivoBook 15 X515EA 15.6 inch Full HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop (Transparent Silver),Asus,VivoBook 15 X515EA,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)
","4GB DDR4 RAM 
Total RAM Slot 2
",Intel UHD Graphics,VGA camera,Wi-Fi 5(802.11ac),"37WHrs, 2S1P, 2-cell Li-ion","45W AC Adapter
","Windows 11 Home
",not found,1.80 kg (3.97 lbs),"55,000৳"
ASUS VIVOBOOK 15 X515EA 15.6 INCH FULL HD DISPLAY CORE I3 11TH GEN 4GB RAM 1TB HDD LAPTOP (SLATE GREY),Asus,VivoBook 15 X515EA,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)
","4GB DDR4 RAM Total RAM Slot 2
",Intel UHD Graphics,VGA camera,Wi-Fi 5(802.11ac),"37WHrs, 2S1P, 2-cell Li-ion","45W AC Adapter
","Windows 11 Home
",not found,1.80 kg (3.97 lbs),"53,500৳"
MSI MODERN 15 B13M CORE I7 13TH GEN 16GB RAM 512GB SSD 15.6 INCH IPS FHD DISPLAY CLASSIC BLACK LAPTOP (B13M-477BD-CB71355U16GXXDX11EMH),MSI,Modern 15 B13M,"Processor Brand: Intel
Processor Model: Core i7-1355U
Generation: 13th Gen
Processor Frequency: 3.70 GHz, up to 5.00 GHz
Processor Core: 10 (Performance-cores- 2 Efficient-cores- 8)
Processor Thread:12
CPU Cache: 12MB","RAM: 16GB
RAM Type: DDR4
Removable: No
Bus Speed: 3200MHz
Total RAM Slot: N/A
Max RAM Capacity: 16GB","Graphics Model: Intel Iris Xe Graphics
Graphics Memory: Shared",HD type (30fps@720p),"Bluetooth- Bluetooth v5.2
Wi-Fi- 802.11 ax Wi-Fi 6","Battery Type: 3-Cell
Battery Capacity: 39.3Whr
Adapter Type: 65W Adapter",not found,"Windows 11 Home
","359 x 241 x 19.9 mm
","1.7 kg
","105,000৳"
LENOVO LEGION 5I PRO CORE I7 12TH GEN 16GB DDR5 1TB SSD 16 INCH QHD 2.5K IPS 240 HZ DISPLAY STORM GREY GAMING LAPTOP WITH NVIDIA GEFORCE RTX 3060 6GB GRAPHICS (82RF00TGIN),Lenovo,LEGION 5I PRO,"Processor Brand- Intel
Processor Model- Core i7-12700H
Processor Frequency- 2.3GHz~4.7GHz
Processor Core- 14 (Performance-cores: 6, Efficient-cores: 8)
Processor Thread - 10
CPU Cache- 24MB","RAM- 16GB
RAM Type- DDR5
Removable- Yes
Bus Speed- 4800MHz
Total RAM Slot- 2
Max RAM Capacity- up To 32GB","Graphics Model- NVIDIA GeForce RTX 3060
Graphics Memory- 6GB
Graphics Type- GDDR6",HD 720p with Privacy Shutter,"LAN- RJ45 Ethernet
WiFi- Wi-Fi 6E, 11ax 2x2
Bluetooth- Bluetooth 5.1","Battery Type- Integrated
Battery Capacity- 80Wh
Adapter Type- 300W Slim Tip (3-pin)",not found,Windows 11 Home,359.9 x 264.4 x 19.9mm,2.49 kg,"258,000৳"
LENOVO IDEAPAD SLIM 3I INTEL CORE I3 11TH GEN 8GB RAM 512GB SSD 15.6INCH FHD ARCTIC GREY LAPTOP (82H803TQIN),Lenovo,IdeaPad Slim 3i,"Processor Brand- Intel
Processor Model- Core i3-1115G4
Processor Frequency- 3.0 / 4.1GHz
Processor Core- 2C
Processor Thread - 4T
CPU Cache- 6MB","RAM- 8GB
RAM Type- DDR4-3200
Removable- No
Total RAM Slot- One memory soldered to systemboard, one DDR4 SO-DIMM slot, dual-channel capable
","Graphics Model- Intel UHD Graphics
Graphics Type- Integrated
",HD 720p with Privacy Shutter,"LAN- No
WiFi - 11ac 2x2
Bluetooth- Bluetooth 5.0
","Battery Backup- Integrated 45Wh
Adapter Type- 65W Round Tip (3-pin)
",not found,FreeDOS,359.2 x 236.5 x 19.9 mm, 1.65 kg,"57,500৳"
LENOVO IDEAPAD SLIM 3I INTEL CORE I3 1115G4 11TH GEN 4GB RAM 256GB SSD 15.6 INCH FHD DISPLAY ARCTIC GREY LAPTOP WITH WINDOWS 11 (82H801WHIN),Lenovo,IdeaPad Slim 3i,"Processor Brand- Intel
Processor Model- Core i3-1115G4
Processor Frequency- 3.0 / 4.1GHz
Processor Core- 2C
Processor Thread - 4T
CPU Cache- 6MB","RAM- 4GB
RAM Type- DDR4-3200
Removable- No
Total RAM Slot- One memory soldered to systemboard, one DDR4 SO-DIMM slot, dual-channel capable
","Graphics Model- Intel UHD Graphics
Graphics Type- Integrated",HD 720p with Privacy Shutter,"LAN- No
WiFi - 11ac 2x2
Bluetooth- Bluetooth 5.0","Battery Backup- Integrated 45Wh
Adapter Type- 65W Round Tip (3-pin)
",not found,WINDOWS 11,359.2 x 236.5 x 19.9 mm,1.65 KG,"51,400৳"
LENOVO IDEAPAD SLIM 3I CORE I7 11TH GEN 8GB RAM 512GB SSD 15.6 INCH FULL HD DISPLAY ARCTIC GREY LAPTOP (82H803EWIN),Lenovo,IdeaPad Slim 3i,"Processor Brand- Intel
Processor Model- Core i7-1165G7
Processor Frequency- 2.8 / 4.7GHz
Processor Core- 4C
Processor Thread - 8T
CPU Cache- 12MB","Memory- 8GB Soldered DDR4-3200
Memory Slots- One memory soldered to systemboard, one DDR4 SO-DIMM slot, dual-channel capable
Max Memory- Up to 16GB (8GB soldered + 8GB SO-DIMM) DDR4-3200 offering
","Graphics Model- Intel Iris Xe Graphics
Graphics Type- Integrated
",HD 720p with Privacy Shutter,"LAN- No
WiFi - 11ac 2x2
Bluetooth- Bluetooth 5.0
","Battery - Integrated 45Wh
Max Battery Life - Models with 45Wh battery
- Local video (1080p) playback@150nits: 12 hr
",not found,"Windows 11 Home Single Language, English",359.2 x 236.5 x 19.9 mm, 1.65 kg,"95,500৳"
LENOVO IDEAPAD SLIM 3I CORE I7 11TH GEN 8GB RAM 512GB SSD 15.6 INCH FHD DISPLAY ARCTIC GREY LAPTOP (82H803EUIN),Lenovo,IdeaPad Slim 3i,"Processor Brand- Intel
Processor Model- Core i7-1165G7
Processor Frequency- 2.8 / 4.7GHz
Processor Core- 4C
Processor Thread - 8T
CPU Cache- 12MB","Memory- 8GB Soldered DDR4-3200
Memory Slots- One memory soldered to systemboard, one DDR4 SO-DIMM slot, dual-channel capable
Max Memory- Up to 16GB (8GB soldered + 8GB SO-DIMM) DDR4-3200 offering
","Graphics Model- Intel Iris Xe Graphics
Graphics Type- Integrated
",HD 720p with Privacy Shutter,"LAN- No
WiFi - 11ac 2x2
Bluetooth- Bluetooth 5.0
","Battery - Integrated 45Wh
Max Battery Life - Models with 45Wh battery
- Local video (1080p) playback@150nits: 12 hr
",not found,"Windows 11 Home Single Language, English",359.2 x 236.5 x 19.9 mm, 1.65 kg,"88,000৳"
LENOVO IDEAPAD SLIM 3I CORE I7 11TH GEN 8GB RAM 512GB SSD 15.6 INCH FHD DISPLAY ABYSS BLUE LAPTOP (82H802M6IN),Lenovo,IdeaPad Slim 3i,"Processor Brand- Intel
Processor Model- Core i7-1165G7
Processor Frequency- 2.8 / 4.7GHz
Processor Core- 4C
Processor Thread - 8T
CPU Cache- 12MB","Memory- 8GB Soldered DDR4-3200
Memory Slots- One memory soldered to systemboard, one DDR4 SO-DIMM slot, dual-channel capable
Max Memory- Up to 16GB (8GB soldered + 8GB SO-DIMM) DDR4-3200 offering
","Graphics Model- Intel Iris Xe Graphics
Graphics Type- Integrated
",HD 720p with Privacy Shutter,"LAN- No
WiFi - 11ac 2x2
Bluetooth- Bluetooth 5.0
","Battery - Integrated 45Wh
Max Battery Life - Models with 45Wh battery
- Local video (1080p) playback@150nits: 12 hr
",not found,"Windows 11 Home Single Language, English",359.2 x 236.5 x 19.9 mm, 1.65 kg,"95,500৳"
LENOVO IDEAPAD SLIM 3I CORE I3 13TH GEN 8GB DDR5 RAM 512GB SSD 14 INCH FHD IPS DISPLAY ARCTIC GREY LAPTOP (82X60022LK),Lenovo,IdeaPad Slim 3i,"Processor Brand- Intel
Processor Model- Core i3-1305U
Processor Frequency- P-core 1.6 / 4.5Ghz, E-core 1.2 / 3.3Ghz
Processor Core- 5C (1P + 4E)
Processor Thread - 6T
CPU Cache- 10MB","RAM- 8GB Soldered
RAM Type- LPDDR5-4800
Removable- No
Total RAM Slot- Memory soldered to systemboard, no slots, single-channel (4GB or 8GB models)
Max Memory- 8GB soldered memory, not upgradable
","Graphics Model- Intel UHD Graphics
Graphics Type- Shared
",FHD 1080p with Privacy Shutter,"LAN No- Onboard Ethernet
WiFi- Wi-Fi 6, 11ax 2x2
Bluetooth- BT5.1
","Battery Backup- Integrated 47Wh
Adapter Type- 65W Round Tip (3-pin)
",not found,"Windows 11 Home Single Language, English",324.3 x 213.8 x 17.9 mm,1.37 kg,"70,500৳"
LENOVO IDEAPAD SLIM 3I CORE I3 12TH GEN 8GB RAM 256GB SSD 14 INCH FHD DISPLAY ABYSS BLUE LAPTOP (82RJ00C5IN),Lenovo,IdeaPad Slim 3i,"Processor Brand- Intel
Processor Model- Core i3-1215U
Processor Frequency- P-core 1.2 / 4.4GHz, E-core 0.9 / 3.3GHz
Processor Core- 6C (2P + 4E)
Processor Thread- 8T
CPU Cache- 10MB","RAM- 8GB
RAM Type- DDR4-3200
Removable- No
Total RAM Slot- One memory soldered to systemboard, one DDR4 SO-DIMM slot, dual-channel capable
","Graphics Model- Intel UHD Graphics
Graphics Type- Integrated
",HD 720p with Privacy Shutter,"LAN- No Onboard Ethernet 
WiFi - 11ac 2x2
Bluetooth- Bluetooth 5.0
","Battery Backup- Integrated 45Wh
Adapter Type- 65W Round Tip (3-pin)
",not found,FreeDOS,324.2 x 215.7 x 19.9 mm, 1.41 kg,"56,500৳"
LENOVO IDEAPAD SLIM 3I CORE I3 11TH GEN 8GB RAM 512GB SSD 14 INCH FHD DISPLAY ARCTIC GREY LAPTOP (82H701R6IN),Lenovo,IdeaPad Slim 3i,"Processor Brand- Intel
Processor Model- Core i3-1115G4
Processor Frequency- 3.0 / 4.1GHz
Processor Core- 2C
Processor Thread - 4T
CPU Cache- 6MB","RAM- 8GB
RAM Type- DDR4-3200
Removable- No
Total RAM Slot- One memory soldered to systemboard, one DDR4 SO-DIMM slot, dual-channel capable
","Graphics Model- Intel UHD Graphics
Graphics Type- Integrated
",HD 720p with Privacy Shutter,"LAN- No
WiFi - 11ac 2x2
Bluetooth- Bluetooth 5.0
","Battery Backup- Integrated 45Wh
Adapter Type- 65W Round Tip (3-pin)
",not found,FreeDOS,324.2 x 215.7 x 19.9 mm, 1.41 kg,"57,500৳"
LENOVO IDEAPAD SLIM 3I 15ITL6 INTEL CORE I5 1135G7 16GB RAM 512GB SSD 15.6 INCH FHD DISPLAY ARCTIC GREY LAPTOP (82H803TNIN),Lenovo,IdeaPad Slim 3i,"Processor Brand- Intel
Processor Model- Core i5 1135G7
Processor Frequency- 2.40 / 4.20GHz
Processor Core- 4
Processor Thread - 8
CPU Cache- 8MB","RAM- 16GB
RAM Type- DDR4-3200
Removable- Yes
Max Memory- Up to 16GB","Graphics Model- Intel Iris Xe Graphics
Graphics Type- Integrated
",HD 720p with Privacy Shutter,"LAN- NO board Ethernet
WiFi - 11ac 2x2
Bluetooth- Bluetooth 5.0
","Battery Backup- Integrated 45Wh
Adapter Type- 65W Round Tip (3-pin)
",not found,FreeDOS,359.2 x 236.5 x 19.9 mm, 1.65 kg,"73,500৳"
LENOVO IDEAPAD SLIM 3I 14 INCH FULL HD INTEL I7 11TH GEN 8GB RAM 512GB SSD LAPTOP,Lenovo,IdeaPad Slim 3i,"Intel Core i7 1165G7 (2.80 GHz up to 4.70 GHz) 
Core 4
Thread 8
","8GB 3200 MHz DDR4
RAM Slot- 1
","Intel Iris Xe Graphics
",HD Camera,"Wi-Fi 11ac 2x2 
Bluetooth 5.0
","Li-Ion 45Wh 65W Round Tip (2-pin, Wall-mount)
","65W Round Tip (2-pin, Wall-mount)
","Windows 11 Home
","324.2 x 215.7 x 19.9mm
","1.41 kg
","99,500৳"
DELL LATITUDE 14 3420 14 INCH HD DISPLAY INTEL I5 11TH GEN 16GB RAM 512GB SSD LAPTOP,Dell,Latitude 14 3420,"Intel Core i5-1145G7 (2.60 GHz up to 4.40 GHz) 
Processor Core 4
Processor Thread 8","16GB (2x8GB) DDR4 3200MHz
","Intel Iris Xe Graphics
",Integrated Widescreen HD 720P Webcam,"1 RJ-45 Ethernet port 
Intel Dual Band Wi-Fi 6 AX201 2x2 802.11ax 160MHz
Bluetooth 5.2
","3 Cell ExpressCharge Capable Battery 
42Whr
","65 W AC adapter, 4.5 mm barrel","Free DOS
","Height: 0.69"" (17.6 mm) 
Width: 12.83"" (326 mm)
Depth: 8.9"" (226 mm)","3.36lb (1.52kg)
","87,000৳"
ASUS ZENBOOK PRO 14 OLED UX6404VV CORE I9 13TH GEN 16GB RAM 1TB SSD 14.5 INCHES 120HZ OLED DISPLAY LAPTOP WITH RTX 4060 GRAPHICS,Asus,Zenbook Pro 14 OLED UX6404VV,"Processor Brand
Intel
Processor Model
Core i9-13900H
Generation
13th Gen
Processor Frequency
2.6 GHz to 5.4 GHz
Processor Core
14
Processor Thread
20
CPU Cache
24MB","RAM
16GB (On Board)
RAM Type
DDR5
Removable
Yes
Total RAM Slot
1
Max RAM Capacity
16GB"," NVIDIA GeForce RTX 4060 8GB GDDR6
",FHD camera with IR function to support Windows Hello,"Wi-Fi 6E (802.11ax) (Dual band) 2*2
Bluetooth 5.3
","Battery Type
4-cell Li-ion
Battery Capacity
76WHrs
Adapter Type
ø6.0, 200W AC Adapter, Output: 20V DC, 10A, 200W, Input: 100~240V AC 50/60Hz universal",not found,"Windows 11 Home
",not found,"1.65 kg (3.64 lbs)
","305,000৳"
LENOVO IDEAPAD GAMING 3I 15.6 INCH FHD DISPLAY CORE I5 11TH GEN RAM 8GB RAM 512GB SSD LAPTOP WITH RTX 3050 4GB GRAPHICS (3 years Warranty),Lenovo,IDEAPAD GAMING 3I,"Intel® Core™ i5-11300H (4C / 8T, 3.1 / 4.4GHz, 8MB)
","1x 8GB SO-DIMM DDR4-3200 ( Two DDR4 SO-DIMM slots, dual-channel capable ) Up to 16GB","NVIDIA® GeForce RTX™ 3050 4GB GDDR6, Boost Clock 1500 / 1740MHz, TGP 90W
",720P HD Cam,"LAN
10/100/1000 Mbps Ethernet
WiFi
802.11ax, 2×2 Wireless
Bluetooth
Bluetooth 5.0","Battery Type Integrated (Fast Charging Enable.) 
Battery Capacity 75Wh","95W USB-C (3-Pin)
",Win11 Home,"359 x 249.6 x 24.9 mm (14.13 x 9.83 x 0.98 inches)
",2.2 KG,"111,000৳"
Lenovo IdeaPad 3 15IGL 15.6 inch FHD Display Intel Celeron N4020 4GB RAM 1TB HDD Laptop (3 years Warranty),Lenovo,IdeaPad 3 15IGL,Intel CDC 4020 (4MB cache and 1.1 GHz up to 2.8 GHz),4GB DDR4 2666MHZ,"Intel UHD Graphics 600
",HD Webcam,"802.11ac, 2×2 Wireless LAN
","3 Cell Li-Polymer 39.3Wh
","65W Adapter
",DOS,"362.2 x 253.4 x 19.9mm / 14.26″ x 9.98″ x 0.78″
",1.7 KG,"36,000৳"
GIGABYTE G5 MF INTEL CORE I5 12500H 12TH GEN RTX 4050 6GB GRAPHICS 16GB RAM 512GB SSD 15.6 INCH FHD 144HZ DISPLAY MATE BLACK GAMING LAPTOP,Gigabyte,G5 MF,"Manufacturer : Intel
variant : Core I5-12500H
Generation : 12th Gen
Frequency : Up To 4.5 GHz
CPU Core : 12 (4 P-Cores And 8 E- Cores)
CPU Thread : 16
CPU Cache : 18 MB Intel Smart Cache","Size : 16GB
Type : DDR4
Bus Speed (MHz) : 3200Mhz
Total Slot: 2 
Max. Capacity : Up to 64GB","Model : Nvidia RTX 4050 Graphics
Memory : 6GB Dedicated
Type : GDDR6",HD WebCam,"LAN : 1G LAN Ethernet
Wi-Fi : Intel Wi-Fi 6E
Bluetooth : Bluetooth V5.2","Size : 54 Whrs
Cell type : Integrated (Li-Ion)
Power Brick : 150W AC Adapter",not found,"Windows 11 Home
",not found,2.08KG,"132,500৳"
DELL INSPIRON 15 3525 RYZEN 3 5425U 15.6 INCH FULL HD 120HZ DISPLAY 8GB RAM 256GB SSD LAPTOP WITH RADEON GRAPHICS,Dell,Inspiron 15 3525,"AMD Ryzen 3 5425U 2.70 GHz Up to 4.10 Ghz
",8GB 3200MHz DDR4 (32GB Extra Slot),"AMD Radeon Graphics
",720p at 30 fps HD camera,"802.11ac 1x1 WiFi and Bluetooth
","Battery Type : 3-Cell Battery (Integrated) 
Battery Capacity : 41WHr
Adapter Type : 65 Watt AC Adapter","65 Watt AC Adapter
",Windows 11 Home,"Height (front): 0.67 in. (16.96 mm)
Height (rear): 0.83 in. (21.07 mm)
Width: 14.11 in. (358.50 mm)
Depth: 9.27 in. (235.60 mm)","Weight (minimum): 3.71 lbs (1.68 kg)
","60,000৳"
ASUS VivoBook Pro 15 OLED M3500QC AMD Ryzen 9 5900HX RTX 3050 4 GB Graphics 16 GB RAM 512 GB SSD 15.6 Inch FHD OLED Display Quiet Blue Laptop (L1179T),Asus,Vivobook Pro 15 OLED M3500QC,"Manufacturer : AMD
variant : Ryzen 9 5900HX
Frequency : 3.30GHz Up To 4.60GHz
CPU Core : 8
CPU Thread : 16
CPU Cache : 
L2 Cache: 4MB
L3 Cache: 16MB","Size : 16 GB(On Board)
Type : DDR4
Total Slot: 1 
Max. Capacity : Up to 16 GB","Model : NVIDIA GeForce RTX 3050 Laptop GPU
Memory : 4 GB
Type : GDDR6 (50W With Dynamic Boost)","720p HD camera
With privacy shutter","Wi-Fi : Wi-Fi 6(802.11ax)
Bluetooth : Bluetooth 5.0 (Dual Band) 2 X 2","Cell : 3 Cell
Size : 63 Whrs
Cell type : Integrated (Li-Ion)
Power Brick : 90W AC Adapter",not found,"Windows 10 Home
","35.98 x 23.53 x 1.89 ~ 1.99 cm (14.17"" x 9.26"" x 0.74"" ~ 0.78"")
","1.65 kg (3.64 lbs)
","162,000৳"
THUNDEROBOT ZERO 16 INCH 165HZ 2.5K DISPLAY CORE I9 12TH GEN 16GB RAM 512GB SSD GAMING LAPTOP WITH RTX 3060 6GB GRAPHICS,Thunderobot,ZERO,"i9-12900H 14 Cores, 20 Threads","16 GB DDR5 
2*SODIMM slots, ",Nvidia Geforce RTX 3060 6GB Laptop GPU,1.0M HD VIDEO CAMERA,"WiFi 6.0, RJ-45 LAN Port (10/100/1000 Mbps).
","Li-Pol 63V*H
","20V - 15A (DC).
","Windows 11
",360(W)×286(D)×27.3(H) mm,2.58kg,"204,000৳"
LENOVO YOGA 6 13ABR8 AMD RYZEN 7 7730U 16GB RAM 512GB SSD 13.3 INCH WUXGA TOUCH DISPLAY DARK TEAL LAPTOP WITH DIGITAL PEN (83B2005QLK),Lenovo,YOGA 6 13ABR8,"Manufacturer : AMD
variant : Ryzen 7 7730U
Frequency : Up to 4.5GHz
CPU Core : 8
CPU Thread : 16
CPU Cache 
L2 Cache: 4MB
L3 Cache: 16MB","Size : 16GB
Type : LPDDR4x
Bus Speed (MHz) : 4266 MHz
Total Slot: 1","Model : AMD Radeon Graphics
Memory : Shared","FHD 1080p + IR, with privacy shutter, fixed focus","Wi-Fi : Wi-Fi 6, 802.11ax 2x2
Bluetooth : Bluetooth 5.1","Cell : 3 Cell
Size : 59 Whrs
Cell type : Integrated (Li-Ion)
Backup Time : playback@150nits: 17 hr
Power Brick : 45W USB-C (3-pin) AC adapter, supports PD 3.0",not found,WINDOWS 11 HOME,304 x 218 x 17.36 mm,1.39 kg ,"126,000৳"
